Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances
Donny Warmerdam,0.14,0.06,70,0.5,0.06,0,1.61,1.19,0.03,3.19,0,0.56,0,0,86.67,90.06,10.86,57.09,0,0.06,0,0,1.5,0.25,0.17,0,36.94,48.08,0.53,0.81,36
Simon Janssen,0.03,0.03,44.44,0.56,0,0,2.42,1.47,0,1.42,0,0.81,0.11,0.06,46.31,79.36,7.5,49.79,0,0.19,0,0,1.14,0.14,0.19,0,56.82,59.7,1.22,0.72,36
Matthew Garbett,0.07,0,46.15,2.07,0,0,2.21,0.71,0,0.71,0,1.21,0.14,0.29,23.5,67.17,6.5,58.54,0,0,0,0,1.21,0.29,0.14,0,50,52.17,1.71,0.86,14
Tom Overtoom,0.1,0,50,1.39,0,0,1.94,0.65,0,0.35,0,0.84,0.19,0.1,39.32,77.28,12,55.56,0,0.26,0,0,1,0.13,0.1,0,41.94,52.23,2.32,1.1,31
Brian De Keersmaecker,0.04,0.04,45.24,1,0,0,2.71,1.54,0.04,1.57,0.04,1,0.07,0.14,40.89,83.06,6,61.38,0,0.14,0,0,0.96,0.32,0.18,0,56.52,53.69,1.39,1.21,28
Cuco Martina,0.2,0,0,0.47,0,0,1.13,1.2,0,4.13,0,0.4,0,0,48.33,84.55,4.67,60,0,0.2,0,0,1.27,0.33,0.27,0,52,50.77,0.2,0.47,15
Stije Resink,0.11,0.06,54.35,1.11,0.06,0,2.58,0.92,0,1.11,0,1.06,0.03,0.06,38.61,78.56,9.14,52.1,0,0.17,0,0,0.78,0.08,0.03,0,53.85,52.45,0.81,1.17,36
Dhoraso Moreo Klas,0,0.11,54.55,1.53,0,0,1.63,0.89,0,1.05,0,0.26,0.16,0,36.79,83.4,7.37,64.77,0,0.16,0,0,1.16,0.21,0.32,0,47.06,59.79,0.68,0.74,19
Jasper Dahlhaus,0.15,0.06,51.81,1.44,0,0.27,1.74,1.62,0,1.32,0,0.41,0.09,0.15,32.41,70.15,5.18,37.98,0,0.15,0,0,1,0.32,0.03,0,57.14,52.6,0.97,0.85,34
Ki-Jana Hoever,0,0,75,1,0,0,2,2.5,0,2.5,0,2,0,0,45.5,82.42,8.5,80,0,0.5,0,0,1,0,0,0,0,50,1,0.5,2
Bryan Van Hove,0.04,0,41.38,0.3,0,0,3.74,1.81,0.07,1.15,0,0.78,0.04,0,36.85,74.87,6.07,41.13,0,0.11,0,0,1.3,0.15,0.15,0,48,63.75,1.3,0.96,27
Jearl Margaritha,0.43,0.18,47.67,2.18,0.04,0,0.89,0.39,0,0.11,0,0.57,0.25,0.21,21.54,75.95,6.36,60.98,0,0.07,0,0,1.43,0.32,0.07,0.04,14.29,40.83,0.96,0.82,28
Dean Huiberts,0.17,0.21,41.94,1.14,0.07,0,1.38,0.34,0,0.34,0,0.69,0.1,0.24,29.07,80.31,10.41,54.05,0,0.21,0,0,0.79,0.03,0.1,0,44.74,46.76,1.07,0.83,29
Wouter Van der Steen,0,0,80,0,0,0,0,0.03,0,0.44,0,0.11,0,0,47.72,65.37,2.67,38.56,4.03,0.14,0.17,0.06,1.58,0.28,0,0,100,64.29,0.08,0,36
Silvano Vos,0.13,0,71.74,0.77,0,0,1.39,0.77,0,1.03,0,0.55,0.06,0.13,34.52,91.12,6.84,64.49,0,0.03,0,0,1.16,0.19,0.19,0,65,55.1,0.61,1.13,31
Ricardo Kishna,0,0.05,40.91,0.57,0,0,0.67,0.38,0,0.19,0,0.48,0.14,0.05,31.24,79.27,10,55.86,0,0.1,0,0,0.81,0,0.14,0,40,38.89,0.48,0.52,21
Toine Van Huizen,0,0.04,100,0.56,0,0,1.11,1.44,0,4.26,0.04,0.33,0,0,42.44,80.28,2.26,52.34,0,0.26,0,0,1.15,0.15,0.26,0.04,56.86,58.39,0.59,0.89,27
Soulaïman Allouch,0.19,0.11,51.65,1.69,0,0,1.25,0.44,0,0.42,0,0.64,0.14,0.22,29.03,76.17,9.33,56.52,0,0.03,0,0,0.64,0.22,0.11,0,44.44,46.69,1.31,0.89,36
Ringo Meerveld,0,0,64.71,1,0,0,1.09,0.32,0,0.14,0,0.45,0.09,0.05,25.41,85.51,6.5,75.47,0,0.09,0,0,0.55,0.14,0,0,37.5,58.85,1.91,0.55,22
Rein Van Helden,0.06,0.03,80,0.39,0.03,0,1.45,2.3,0.03,3.58,0,0.52,0,0.03,51.27,82.39,1.94,46.37,0,0.18,0,0,1.18,0.12,0.21,0.03,46.55,51.93,0.45,0.82,33
Erik Schouten,0.06,0.09,100,0.42,0.03,0,1.24,1.58,0,2.91,0,0.48,0,0,61.33,82.36,4.45,47.31,0,0.33,0,0,0.7,0.21,0.15,0.03,52.68,55.56,0.42,0.64,33
Sven Sonnenberg,0.03,0,100,0.55,0.03,0,0.88,1.09,0,2.09,0,0.33,0.03,0.03,45.27,88.02,3.03,61.6,0,0.24,0,0,0.73,0.12,0.12,0,53.85,55.83,0.27,0.52,33
Nils Röseler,0.03,0,100,0.43,0.03,0,0.87,1.27,0.1,3.17,0.03,0.37,0,0,72.73,85.24,5.77,61.16,0,0.17,0,0,1.33,0.17,0.17,0.03,65.66,61.88,0.6,0.73,30
Leeroy Owusu,0.05,0.05,52.75,1.29,0,0,1.29,0.45,0,1.21,0,0.26,0.24,0.16,46.26,74.29,10.34,43.29,0,0.32,0,0,0.87,0.18,0.05,0,47.17,50.7,0.58,0.26,38
Thijmen Nijhuis,0,0,0,0,0,0,0,0,0.17,0.33,0,0.33,0,0,30.67,59.78,1,35.71,5,0,0.67,0,2.33,0,0.17,0,100,40,0.17,0.17,6
Theo Barbet,0,0.03,80,0.44,0,0,0.74,1.41,0.03,3.41,0,0.29,0,0,58.21,84.99,3.71,52.92,0,0.38,0,0,0.79,0.18,0.24,0,57.58,56.35,0.97,1.06,34
Michael Brouwer,0,0,0,0,0,0,0.03,0,0,0.68,0.03,0,0.03,0.05,33.21,67.27,1.66,44.79,2.53,0.42,0.05,0.03,0.97,0.13,0.03,0,100,94.12,0.11,0,38
Rome Jayden Owusu-Oduro,0,0,100,0,0,0,0,0,0,0.93,0,0,0.07,0,30.36,75.29,0.93,38.55,3.86,0,0.14,0,1.64,0.21,0,0,100,100,0.14,0,14
Tyrese Asante,0.09,0,64,0.74,0.09,0,1.32,1.5,0.09,2.62,0,0.24,0,0,47.56,84.23,2.56,54.41,0,0.21,0,0,1.29,0.12,0.21,0,60.18,57.93,0.82,1.15,34
Jarchinio Antonia,0.14,0,0,0.86,0,0,0.14,0.14,0,0,0,0,0.29,0.29,11.14,66.67,3.29,37.5,0,0,0,0,0.43,0,0,0,0,42.86,0.71,0.14,7
Elmo Lieftink,0.1,0,36.36,1.39,0,0.65,0.97,1.13,0,1.32,0,0.61,0.1,0.1,32.39,73.31,6.35,58.14,0,0.23,0,0,1.03,0.13,0.06,0,55.56,49.54,0.42,0.94,31
Jordy Tutuarima,0.05,0,66.67,0.79,0,0,0.74,0.63,0,0.32,0,0.21,0.11,0.11,23.53,76.96,6.89,53.19,0,0.11,0,0,0.58,0.11,0,0,53.33,55.29,0.79,0.68,19
Damian van Bruggen,0.03,0,100,0.3,0.03,0,0.97,1.54,0,3.19,0.03,0.24,0.05,0,51.54,84.69,3.81,54.76,0,0.35,0,0,0.89,0.16,0.05,0.03,51.16,51.53,0.38,0.95,37
Giovanni,0.2,0,25,0.6,0.2,0,0.2,0.2,0,0,0,0,0.2,0,6.2,67.74,1.8,100,0,0,0,0,0,0.2,0,0,50,52.94,0.6,0.4,5
Kevin Gadellaa,0,0,0,0,0,0,0.09,0,0,0.55,0,0.09,0,0.09,30.55,55.06,0.45,27.8,3.36,0.18,0.36,0.09,1.45,0.09,0,0,80,66.67,0,0,11
Thijs Jansen,0,0,100,0.03,0,0,0,0.06,0,1.09,0.03,0.12,0,0,33.71,43.19,2.62,31.31,4.24,0.21,0.18,0.06,1.79,0.26,0.03,0,100,83.33,0.21,0,34
Bram van Polen,0.03,0.06,76.92,0.39,0,0,1.06,1.42,0.03,1.39,0,0.36,0.06,0,57.11,86.82,9.86,61.85,0,0.25,0,0,0.97,0.11,0.11,0,53.54,53.24,0.39,1.03,36
Luuk Koopmans,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,0,20.17,79.34,0.33,52.94,1.67,0.5,0.17,0,0.5,0,0,0,100,66.67,0.17,0,6
Boy Kemper,0.08,0,56.25,0.84,0.08,0,1.32,1.96,0,1.72,0.08,0.44,0.16,0.08,34.92,72.51,5.44,50,0,0.2,0,0,1.32,0.12,0.28,0,51.72,52.58,1.2,1.16,25
Jochem Ritmeester van de Kamp,0.15,0,60,0.62,0,0,2.38,0.69,0,0.85,0,0.92,0,0.08,27.38,70.51,6.62,50,0,0,0,0,0.62,0.15,0,0,56.52,56.88,0.92,0.77,13
Eliano Reijnders,0,0.09,47.92,1.29,0,0,1.54,0.77,0,0.49,0,0.49,0.17,0.14,32.03,79.48,10.2,52.81,0,0.11,0,0,1.43,0.14,0.06,0,32.67,46.76,0.77,0.63,35
Gregor Breinburg,0,0,50,0.35,0,0,3.04,1,0,0.83,0,0.74,0,0,21.74,81.2,4,59.65,0,0.09,0,0,1,0.13,0.17,0,57.14,66.29,1.39,1.13,23
Thomas Oude Kotte,0,0.03,66.67,0.61,0,0,1.33,1.91,0,2.97,0.06,0.48,0.03,0,53.06,79.1,6.42,49.55,0,0.3,0,0,1.21,0.18,0.06,0,72.09,62.5,0.33,0.7,33
Max de Waal,0.11,0,40,0.78,0,0,1.06,0.11,0,0.11,0,0.11,0.11,0.11,19.44,82.86,7,65.38,0,0.06,0,0,0.94,0.17,0,0,37.5,53.13,0.44,0.28,18
Rocco Robert Shein,0,0,51.43,0.82,0,0,1.86,1.14,0,1.14,0,0.86,0.14,0.09,44.91,84.82,7.55,67.63,0,0.09,0,0,1.09,0.14,0.18,0,50,46.39,0.82,1.59,22
Joey Konings,0.29,0.18,15.38,1.79,0.12,0,0.71,0.18,0,0.26,0,0.26,0.09,0.06,14.38,67.89,4.12,60.87,0,0,0,0,1.24,0.29,0.15,0,43.44,46.8,1.12,1.03,34
Isaac Babadi,0.17,0.03,59.55,1.1,0,0,0.73,0.37,0,0.33,0,0.57,0.07,0.13,29.77,81.3,8.9,70.75,0,0,0,0,1.03,0.13,0.07,0,28.57,46,0.5,0.27,30
Giovanni Korte,0.1,0.14,47.27,2.34,0.07,0,0.66,0.21,0,0.17,0,0.38,0.17,0.17,16.76,78.4,6.1,61.11,0,0.07,0,0,0.97,0,0.07,0,20,43.93,1.52,0.86,29
Daniel Crowley,0.06,0,64.86,1.24,0,0,1.06,0.41,0.06,0.29,0,0.65,0.06,0.06,35.53,84.93,11.94,76.56,0,0.12,0,0,0.71,0.12,0.12,0,23.53,50.39,1.12,0.47,17
Myron Van Brederode,0,0,53.57,1.5,0,0,1.17,0.33,0,0,0,1.5,0.5,0.17,48.33,84.83,22.83,87.5,0,0.17,0,0,1,0.33,0,0,33.33,46.75,2.17,0.5,6
Jarrad Branthwaite,0,0,0,0,0,0,0,1,0,5,0,1,0,0,39,84.62,3,87.5,0,0,0,0,0,0,0,0,60,60,3,0,1
Oualid Agougil,0,0,0,0,0,0,0,0,0,3,0,0,1,0,8,87.5,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1
Jeremy Antonisse,0.17,0.11,55.26,1.83,0,0,0.83,0.28,0,0.28,0,0.61,0,0.06,18.67,81.85,6.94,34.62,0,0,0,0,0.83,0.17,0.28,0,33.33,43.59,0.61,0.5,18
Aliou Balde,0.53,0.27,54.9,2.87,0,0,1,0.4,0,0.2,0,0.6,0,0,11.4,71.93,3.87,60,0,0.07,0,0,1.13,0,0.13,0.07,25,42.47,0.87,0.73,15
Rick Meissen,0,0.05,80,0.37,0,0,1.63,1.63,0,3.58,0,0.26,0.05,0.05,55.89,83.71,4.21,53.74,0,0.16,0,0,1.47,0.16,0.11,0,56.52,59.14,0.37,1.05,19
Jonathan Mulder,0.03,0.07,50,0.55,0,0,1.69,0.86,0,1.21,0,0.79,0.1,0.03,21.9,74.49,4.28,46.3,0,0.1,0,0,0.59,0.07,0.1,0,54.55,51.91,0.48,0.52,29
Sem Dekkers,0.06,0.06,53.33,0.33,0,0,2.22,1.06,0,1.17,0,0.67,0.06,0,33.72,83.53,6.83,65.22,0,0.17,0,0,0.89,0.06,0.22,0,44.44,52.76,0.39,1.28,18
Thijme Verheijen,0.12,0,46.67,0.88,0,0,1.41,0.47,0,0.59,0,0.65,0.12,0.12,16.29,73.29,3.18,42.11,0,0,0,0,1,0,0.06,0,40,45.97,0.65,0.65,17
Tom de Graaff,0,0,100,0,0,0,0,0.04,0,0.64,0,0,0.04,0.04,35.84,78.24,0.32,46.01,3.84,0.08,0.12,0,1.64,0.28,0.08,0,100,100,0.04,0,25
Kay Tejan,0.23,0.15,38.3,2.23,0,0,0.85,0.08,0,0,0,0.77,0.15,0.31,24,66.67,8,77.78,0,0.23,0,0,1.54,0.15,0.23,0,40.7,33.74,1.38,2.54,13
Mohamed Nassoh,0.17,0.03,51.85,1.74,0,0,1.17,0.37,0.03,0.51,0,0.6,0.29,0.2,36.17,80.88,10.63,54.07,0,0.03,0,0,1.11,0.09,0.17,0,36.84,46.15,0.97,0.69,35
Tomislav Mrkonjić,0.3,0.1,20,1.9,0,0,0.4,0.1,0,0.3,0,0.1,0.1,0,14.8,55.41,3.8,30.77,0,0,0,0,0.7,0.1,0,0,35.71,40,0.9,0.9,10
Stef de Wijs,0,0,54.55,0.4,0,0,3.6,1.8,0,0.8,0,0.8,0.2,0.4,49,84.49,12,57.14,0,0.2,0,0,1.6,0.6,0.2,0,16.67,60.42,0.8,0.6,5
Nick Doodeman,0.14,0.21,18.75,0.93,0,0,0.93,0.36,0,0.07,0,0.5,0.36,0.14,24.36,76.54,8,45.45,0,0,0,0,0.79,0.14,0.07,0,20,37.23,1.14,0.43,14
Hugo Wentges,0,0,0,0,0,0,0.22,0,0.06,0.89,0,0.06,0,0,38.28,71.26,2.33,54.46,2.94,0.22,0.22,0.17,1.44,0.17,0,0,66.67,72.73,0.11,0.11,18
Rigino Cicilia,0.3,0,50,0.85,0.05,0,0.5,0,0,0.25,0,0.15,0,0,7.55,58.94,1.45,0,0,0,0,0,0.6,0.05,0.15,0,55.17,54.63,0.8,0.45,20
Lucas Woudenberg,0.06,0,31.25,0.58,0,0,1.94,1.06,0.03,1.19,0,0.56,0.11,0.08,34.75,75.54,7,38.54,0,0.17,0,0,0.86,0.19,0.14,0,53.06,51.6,0.33,1.03,36
Dyon Dorenbosch,0.08,0,81.82,0.52,0,0,1.8,1.6,0,1.36,0,0.52,0,0,27.92,75.93,3.76,54.55,0,0.08,0,0,0.84,0.24,0.12,0,50,55.69,0.68,0.8,25
Simon Colyn,0.17,0.06,41.86,1.61,0.03,0.56,1.22,0.39,0,0.67,0,0.61,0.19,0.19,24.86,80.45,6.08,76.19,0,0.03,0,0,1.17,0.14,0.08,0,48.28,49.23,1.56,1.03,36
Alex Plat,0,0.05,84.62,0.43,0,0,2.19,1.29,0,1.29,0,1.1,0.14,0.1,50.81,78.63,9.9,52.7,0,0.14,0,0,1.38,0.14,0.1,0,51.52,51.45,0.71,1,21
Pol Llonch,0.04,0,47.37,1,0,0,3.56,1.3,0,0.67,0,1.33,0,0,41.89,79.49,9.22,42.11,0,0.22,0,0,0.7,0.19,0.19,0,42.86,52.04,1.15,1.44,27
Glynor Plet,0.31,0.14,41.3,1.28,0.03,0,0.36,0.08,0,0.39,0,0.28,0.14,0.08,15.97,69.91,4.28,42.86,0,0.06,0,0,0.64,0.11,0.11,0,58.11,45.23,0.81,1.31,36
Ennio Van Der Gouw,0,0,100,0,0,0,0.03,0,0,0.47,0,0,0,0.03,34.44,73.77,1.28,51.22,2.84,0.19,0.06,0,1.03,0.19,0.06,0,80,70,0.03,0.03,32
Luis Görlich,0.21,0,36.36,1.05,0,0,1.58,0.63,0,0.42,0,0.58,0.21,0.21,27.11,64.27,6.84,41.1,0,0.05,0,0,0.84,0.05,0.11,0,56.25,47.47,0.79,1.37,19
Joey Jacobs,0.06,0,20,0.12,0.06,0,1.41,0.94,0,2.94,0,0.06,0,0,34.53,80.58,2.94,54.46,0,0,0,0,0.82,0.06,0.12,0,47.06,56.79,0.29,0.65,17
Koen Jansen,0,0,66.67,0.4,0,0,1.8,1.4,0,1,0,0.6,0.4,0.2,25,84,6.8,63.64,0,0,0,0,1.4,0,0,0,20,58.62,1,0.4,5
Ismail Azzaoui,0.15,0.2,62.79,1.95,0,0,1.35,0.3,0,0,0,0.6,0.1,0.15,9.1,73.63,3.1,62.5,0,0,0,0,0.4,0,0,0,25,55.38,0.8,0.3,20
Thibaut Lesquoy,0,0,40,0.44,0,0,1.67,0.44,0,0.33,0,0.11,0.22,0,12.33,71.17,2.44,36,0,0,0,0,0.22,0,0.11,0,71.43,65.71,0.11,0.22,9
Naoufal Bannis,0.27,0.12,31.71,1.7,0.03,0,0.52,0.21,0,0.03,0,0.33,0.12,0.09,12.76,69.36,3.58,50,0,0,0,0,0.76,0.21,0.03,0,35.29,40.51,1.27,0.52,33
Rick Dekker,0.09,0,64.29,0.39,0,0,2.57,1.43,0,1.74,0,1,0,0,25.26,75.22,5.48,49.4,0,0.13,0,0,1.35,0.22,0.22,0,55.17,56.33,0.22,1.09,23
Tom Beugelsdijk,0,0,50,0.62,0,0,1.38,2.38,0,3.92,0,0.77,0,0,41.92,85.5,2.46,68.32,0,0.23,0,0,1.31,0.08,0.38,0,62.96,52.33,0.54,1.15,13
Nick Venema,0.33,0.19,41.67,2.83,0.06,0,0.42,0.06,0,0.19,0,0.67,0.11,0.06,11.94,67.91,3.83,53.85,0,0.06,0,0,0.64,0.17,0.08,0,42.31,33.03,0.44,0.56,36
Sontje Hansen,0.17,0,57.33,1.09,0,0,0.52,0.22,0,0.22,0,0.3,0.04,0.13,17.96,80.39,8.22,58.33,0,0,0,0,1,0.17,0.04,0.04,40.74,50,1.35,0.26,23
Arno Van Keilegom,0.15,0.06,59.57,1,0,0,2.15,0.53,0,0.32,0,1.18,0.12,0.03,21.82,77.63,6.62,48,0,0.09,0,0,1,0.15,0.06,0.03,26,45.59,1.06,1,34
Jarno Janssen,0,0,0,0.43,0,0,1.62,1.33,0,2.9,0,0.29,0,0.05,28.48,79.1,1.81,40.91,0,0.1,0,0,0.81,0.19,0,0,51.06,63.46,0.38,0.43,21
Tidjany Touré,0.4,0.07,57.69,1.73,0,0,0.87,0.27,0,0.13,0,0.67,0.07,0,21.6,82.41,6.2,68.18,0,0,0,0,1.27,0.13,0.07,0.07,13.33,47.53,2.13,0.87,15
Kornelius Hansen,0.11,0.11,50,1.44,0,0,0.67,0.22,0,0.11,0,0.11,0.11,0.11,12.33,55.86,3.44,50,0,0,0,0,0.56,0,0,0,24,41.82,0.78,0.33,9
Anas Ouahim,0.28,0.14,58.57,1.79,0,0,1.45,0.34,0,0.24,0,1.14,0.24,0.21,21.28,78.12,6.52,69.23,0,0.1,0,0,0.59,0.1,0.1,0.03,19.44,41.84,1.76,1.72,29
Roshon van Eijma,0.06,0.03,71.43,0.7,0.06,0,1.09,1.45,0.03,4.36,0,0.18,0.03,0,37.67,83.51,2.33,49.44,0,0.18,0,0,1.61,0.21,0.21,0,51.81,53.27,0.67,1.09,33
Jasper Schendelaar,0,0,0,0,0,0,0.03,0,0,0.7,0.05,0.03,0.03,0.03,33.78,66.32,1.84,41.58,2.62,0.41,0.05,0.03,0.97,0.08,0,0.03,85.71,75,0.11,0.03,37
Tristan Dekker,0.09,0,43.24,0.43,0,0,1.35,1,0,1.04,0,0.13,0,0.04,27.83,79.53,5.43,49.12,0,0.09,0,0,0.52,0.09,0.17,0,68,57.33,0.96,0.61,23
Guus Joppen,0.06,0.06,66.67,0.39,0,0,1.13,1.19,0,3.03,0,0.48,0,0,49.58,86.73,3.35,63.49,0,0.16,0,0,1.19,0.19,0.03,0.03,57.39,54.31,0.13,0.74,31
Daryl Werker,0,0,0,0.56,0,0,0.94,1.94,0.06,4,0,0.56,0,0,28.44,78.46,1.38,53.62,0,0.13,0,0,1.19,0.06,0,0.06,61.76,56.14,0.44,0.94,16
Lion Kaak,0,0,80,0.75,0,0,1.7,0.9,0,0.9,0,0.7,0,0,40.6,82.14,6,58.1,0,0.05,0,0,0.75,0,0.15,0,69.23,60.68,0.75,0.7,20
Ozan Kökçü,0.17,0,44.19,1.09,0.06,0,0.49,0.23,0,0.2,0,0.26,0.06,0,18.23,80.41,5.2,49.25,0,0,0,0,0.69,0.11,0.14,0,41.18,48.48,1.06,0.37,35
Michael de Leeuw,0.21,0.06,100,0.82,0.06,0,0.39,0.27,0,0.15,0,0.21,0.12,0.09,9.3,74.59,3.18,54.55,0,0.03,0,0,0.36,0.03,0,0,42.31,46.79,0.45,0.48,33
Anthony Descotte,0.5,0.33,61.54,2.33,0,0,0.67,0.17,0,0,0,0.67,0,0,15,71.11,4.83,55.56,0,0.33,0,0,0.83,0,0,0,28,38.24,1.17,1.17,6
Teun van Grunsven,0.08,0,61.54,0.36,0,0,1.32,1.32,0.04,3.92,0,0.56,0,0.04,41.76,83.05,2.72,54.27,0,0.12,0,0,1.32,0.24,0.2,0,64.91,58.78,0.36,0.56,25
Jorrit Smeets,0,0,100,0.61,0,0,1,1.28,0,0.67,0,0.94,0.11,0.06,28.61,84.08,6.78,64.91,0,0.06,0,0,0.17,0.17,0,0.06,32,38.55,0.28,0.67,18
Djevencio van der Kust,0,0,30,0.33,0,0,1.67,0.33,0,2.33,0,0.33,0,0,52.67,82.28,10,58.82,0,0,0,0,0.67,0.33,0.33,0,40,50,2,1.33,3
Cas Faber,0,0,50,0,0,0,3.33,0,0,0.33,0,0.33,0,0,17,82.35,4.67,50,0,0,0,0,0.33,0,0,0,0,64.71,0,0.67,3
Philip Brittijn,0.05,0.11,56,0.97,0,0,1.73,1.49,0,0.97,0,1,0.16,0.08,40.7,80.74,7.59,53.71,0,0.24,0,0,1.32,0.08,0.22,0,62.07,47.31,0.32,1.46,37
Amourricho van Axel-Dongen,0.14,0.07,60.53,1.21,0,0,0.43,0.21,0,0.14,0,0.21,0,0.14,10.07,73.76,3.57,50,0,0,0,0,0.79,0,0,0,50,50,0.86,0.71,14
Bram Van Vlerken,0.06,0,36.36,0.25,0,0,1.88,1.31,0,2.03,0,0.81,0.13,0.09,44.03,76.15,7.53,52.24,0,0.22,0,0,1.19,0.22,0.25,0,53.03,48.97,0.63,1.41,32
Evan Rottier,0.23,0.14,46.34,1.03,0,0,0.4,0.23,0,0.26,0,0.29,0.17,0.14,13.51,72.52,4,36.84,0,0.03,0,0,0.49,0.2,0,0.03,45.28,41.87,0.83,0.43,35
Boyd Reith,0.03,0,51.22,0.4,0,0,2.2,1.11,0.03,1.34,0,0.74,0.06,0.03,51.29,79.78,9.46,52.98,0,0.14,0,0,1.14,0.2,0.17,0,62.5,54.42,0.91,1.26,35
Yannick Leliendal,0.03,0,55.95,0.42,0,0,2.26,1.68,0,1.58,0.03,0.58,0.06,0.03,33.32,80.35,6.61,50.65,0,0.06,0,0,1.32,0.13,0.1,0,44.44,60.36,1.32,0.29,31
Joël Zwarts,0.19,0.19,61.82,1.81,0.03,0,0.56,0.19,0,0.59,0,0.25,0.09,0.06,13.09,59.67,3.63,32.73,0,0.03,0,0,1.06,0.09,0,0,77.97,55.17,0.44,0.25,32
Hakon Lorentzen,0.14,0.05,36.36,1.27,0,0,0.55,0.18,0,0.36,0,0.27,0.09,0.18,16.91,62.1,3.91,29.63,0,0,0,0,1.09,0.09,0.05,0,43.28,40.41,0.64,0.55,22
Delvechio Blackson,0,0.16,52.94,0.68,0,0,1.88,1.08,0.04,1.36,0,0.32,0.24,0.12,31,76.26,4.16,48.44,0,0.16,0,0,0.84,0.12,0.08,0,57.58,59.03,0.4,0.52,25
Thomas Poll,0.08,0.08,66.67,0.64,0.04,0,1.72,0.6,0,1.04,0,0.28,0,0.04,24.8,71.61,4.4,38.46,0,0.12,0,0,0.56,0.08,0.28,0,57.14,55.63,0.44,1.04,25
David Min,0.22,0.25,55.56,1.78,0,0,0.88,0.06,0,0.59,0,0.22,0.13,0.09,13.94,75.56,4.88,64,0,0.16,0,0,0.94,0.09,0,0,43.28,41.1,1.03,0.75,32
Anselmo Garcia McNulty,0,0,75,0.47,0,0,2.53,1.28,0,3.06,0,1.03,0,0,49.84,78.18,4.44,48.1,0,0.16,0,0,1.34,0.22,0.16,0,52.75,59.12,0.84,0.81,32
Mathis Suray,0.04,0.12,46.88,1.27,0,0,2.27,0.88,0,0.27,0,1.15,0.27,0.19,32.27,72.35,7.42,47.3,0,0.15,0,0,1.73,0.19,0.08,0,33.33,42.54,0.58,1.31,26
Jorrel Hato,0.08,0,53.85,0.31,0,0,1.85,0.62,0,1.46,0,0.77,0.08,0,54.46,87.01,9.38,49.15,0,0.08,0,0,1.08,0.23,0.08,0,50,51.72,0.23,0.62,13
Lukáš Zima,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,30.14,62.56,1.86,39.37,3.57,0.14,0.29,0,1.57,0.14,0,0,100,100,0,0,7
Ömer Gündüz,0,0,11.11,0.15,0,0,3.15,1.24,0.03,1.06,0,0.3,0.03,0.03,26.67,74.66,4.55,40.35,0,0.06,0,0,1.36,0.18,0.18,0,59.52,58.57,0.52,1.79,33
Bryan Limbombe,0.2,0.17,42.14,2.03,0.03,0.57,0.46,0.26,0,0.06,0,0.34,0.23,0.14,20.11,77.98,7.34,52.38,0,0.06,0,0,1.09,0.11,0.11,0,14.29,43.16,1.89,1.03,35
Hidde Jurjus,0,0,0,0,0,0,0.03,0.03,0,0.65,0,0.03,0,0,44.73,72.81,1.68,46.71,2.59,0.3,0.08,0,1.38,0.08,0,0,60,57.14,0.03,0,37
Melayro Bogarde,0,0,37.5,0.4,0,0,1.4,0.9,0,1.1,0,0.3,0.1,0,21,79.05,4.5,53.85,0,0,0,0,0.4,0.2,0,0,78.57,56.52,1.1,0.7,10
Tijs Velthuis,0.04,0,100,0.36,0.04,0,0.89,0.93,0.04,2.82,0,0.39,0,0,52,87.71,3.71,61.93,0,0.14,0,0,1.54,0.18,0.07,0,42.86,49.31,0.25,0.29,28
Peter van Ooijen,0.1,0.03,66.67,0.9,0,0,0.65,0.23,0.03,0.23,0.03,0.55,0.03,0.06,19.61,80.1,6.42,70.67,0,0.03,0,0,0.74,0.03,0.13,0,30.77,48.65,0.58,0.58,31
Fedde De Jong,0.12,0.04,46.88,1.04,0,0,1.15,0.58,0.04,0.58,0,0.23,0.19,0,34.31,83.86,10.88,65.38,0,0.19,0,0,0.85,0.23,0.08,0,12,40.94,0.5,0.73,26
Ezechiel Banzuzi,0.16,0.03,56.25,1.06,0.06,0,1.65,0.45,0,0.94,0,0.32,0,0.1,18.55,75.3,4.42,50.88,0,0.06,0,0,0.94,0.13,0.1,0,58.21,52.87,0.97,1.13,31
Nicky Souren,0.18,0.06,55.26,0.61,0,0,1.3,1.09,0,0.7,0,0.61,0.06,0,40.67,85.69,6.91,68.42,0,0.15,0,0,1.48,0.18,0.09,0,55,49.32,0.67,0.64,33
Sabir Agougil,0.06,0.03,64.44,0.81,0,0,1.34,0.84,0,0.41,0.03,0.22,0.13,0.09,28.47,78.49,7.34,68.89,0,0.09,0,0,1.06,0.16,0.09,0.03,51.11,55.41,1.03,0.81,32
