Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
Casper Højer,0.05,0.0,71.43,1.0,0.0,0.0,1.33,0.52,0.0,1.33,0.0,0.14,0.05,0.29,30.76,71.05,7.14,34.48,0.0,0.1,0.0,0.0,0.62,0.14,0.05,0.0,48.0,56.9,1.05,1.05,21,2,2,Republica Checa 1. Liga,3
Eneo Bitri,0.17,0.08,100.0,0.83,0.08,0.0,1.5,1.75,0.0,4.33,0.0,0.08,0.0,0.0,45.92,75.68,2.83,48.85,0.0,0.25,0.0,0.0,1.0,0.0,0.17,0.0,67.92,66.29,0.42,1.0,12,2,2,Republica Checa 1. Liga,3
Kaan Kairinen,0.07,0.0,100.0,0.6,0.0,0.0,1.4,0.8,0.0,0.6,0.0,0.47,0.27,0.27,38.6,83.25,8.4,43.66,0.0,0.07,0.0,0.0,0.8,0.07,0.33,0.0,69.23,51.19,0.8,1.4,15,2,3,Republica Checa 1. Liga,3
Lukáš Haraslín,0.32,0.14,51.06,2.91,0.0,1.52,0.64,0.41,0.0,0.05,0.0,0.09,0.09,0.23,16.95,76.14,6.05,56.25,0.0,0.0,0.0,0.0,0.77,0.14,0.14,0.0,25.0,54.3,1.82,0.64,22,2,4,Republica Checa 1. Liga,3
Peter Olayinka,0.48,0.09,44.44,1.7,0.17,0.0,1.0,0.17,0.0,0.43,0.0,0.09,0.13,0.17,18.83,68.59,7.43,41.67,0.0,0.3,0.0,0.0,0.26,0.26,0.09,0.04,40.0,46.41,1.09,0.87,23,2,3,Republica Checa 1. Liga,3
Dávid Sípoš,0.0,0.0,100.0,0.0,0.0,0.0,0.09,0.0,0.0,1.09,0.09,0.0,0.0,0.0,39.64,63.07,2.45,41.06,4.73,0.18,0.0,0.0,1.55,0.27,0.0,0.0,100.0,100.0,0.27,0.0,11,2,1,Republica Checa 1. Liga,3
Luděk Pernica,0.05,0.05,0.0,0.33,0.0,0.0,1.14,1.05,0.0,3.19,0.0,0.05,0.05,0.05,51.95,83.04,3.48,62.11,0.0,0.38,0.0,0.0,0.67,0.1,0.1,0.0,64.52,66.09,0.62,0.71,21,3,2,Republica Checa 1. Liga,3
Tomáš Chorý,0.38,0.35,75.0,2.79,0.12,0.0,0.41,0.21,0.0,0.88,0.0,0.21,0.12,0.12,18.82,62.03,6.0,38.46,0.0,0.03,0.0,0.0,0.85,0.09,0.12,0.0,54.6,48.72,1.21,1.44,34,2,4,Republica Checa 1. Liga,3
Jan Kuchta,0.48,0.45,57.14,2.62,0.1,0.0,0.48,0.07,0.0,0.03,0.0,0.21,0.14,0.14,14.45,70.64,4.76,81.25,0.0,0.17,0.0,0.0,0.76,0.17,0.14,0.03,28.57,46.06,1.34,0.83,29,2,4,Republica Checa 1. Liga,3
Tomáš Ladra,0.22,0.0,50.0,2.13,0.03,0.78,0.41,0.28,0.0,0.16,0.0,0.13,0.09,0.06,26.28,70.51,9.84,47.76,0.0,0.19,0.0,0.0,1.03,0.09,0.03,0.0,29.51,38.6,1.41,0.88,32,2,4,Republica Checa 1. Liga,3
Lukáš Sadílek,0.09,0.0,64.0,0.82,0.0,0.0,1.26,0.76,0.0,0.56,0.0,0.38,0.21,0.12,33.56,78.97,9.12,46.4,0.0,0.24,0.0,0.0,0.74,0.15,0.15,0.0,53.33,58.06,0.97,0.91,34,2,3,Republica Checa 1. Liga,3
Igoh Ogbu,0.06,0.0,50.0,0.44,0.06,0.0,1.5,1.69,0.06,1.75,0.0,0.0,0.06,0.06,60.56,84.52,7.31,66.87,0.0,0.38,0.0,0.0,0.56,0.31,0.19,0.0,74.0,65.38,0.38,1.19,16,1,2,Republica Checa 1. Liga,3
Jan Chramosta,0.44,0.24,18.18,2.26,0.03,0.74,0.32,0.26,0.03,0.24,0.0,0.09,0.29,0.18,18.41,73.16,5.53,50.0,0.0,0.03,0.0,0.0,1.09,0.21,0.06,0.0,25.0,45.11,1.15,0.71,34,3,4,Republica Checa 1. Liga,3
Taras Kacharaba,0.05,0.16,0.0,0.84,0.05,0.0,1.05,2.21,0.0,1.58,0.0,0.11,0.11,0.0,53.42,80.1,6.53,53.11,0.0,0.37,0.0,0.0,0.26,0.37,0.11,0.0,76.19,67.65,0.58,0.53,19,2,2,Republica Checa 1. Liga,3
Roman Kvet,0.37,0.13,40.0,1.63,0.0,0.56,0.77,0.53,0.0,0.67,0.0,0.3,0.03,0.07,25.13,75.33,7.63,53.25,0.0,0.0,0.0,0.0,0.93,0.23,0.1,0.03,43.33,44.52,0.87,0.93,30,2,3,Republica Checa 1. Liga,3
Michal Frydrych,0.14,0.0,0.0,0.86,0.14,0.0,0.79,1.14,0.0,4.5,0.0,0.14,0.14,0.14,53.21,77.32,4.5,50.3,0.0,0.21,0.0,0.0,1.36,0.14,0.21,0.0,75.86,63.08,0.57,1.14,14,3,2,Republica Checa 1. Liga,3
Jiří Letáček,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.44,0.0,0.0,0.0,0.0,31.67,64.91,0.56,35.1,3.0,0.33,0.22,0.0,0.78,0.0,0.11,0.0,0.0,50.0,0.22,0.22,9,1,1,Republica Checa 1. Liga,3
Jindřich Staněk,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,1.3,0.0,0.0,0.0,0.0,31.64,68.49,3.15,47.39,3.0,0.3,0.06,0.0,1.0,0.09,0.06,0.0,100.0,85.71,0.09,0.03,33,2,1,Republica Checa 1. Liga,3
Maksym Talovierov,0.08,0.0,0.0,1.0,0.08,0.0,1.15,2.62,0.0,4.08,0.0,0.08,0.0,0.0,47.85,81.83,2.23,52.43,0.0,0.23,0.0,0.0,0.77,0.46,0.0,0.08,39.13,48.28,0.31,0.85,13,1,2,Republica Checa 1. Liga,3
Marek Matějovský,0.07,0.04,45.0,0.57,0.0,0.0,0.89,0.54,0.0,0.32,0.0,0.32,0.11,0.32,35.86,72.21,11.32,49.03,0.0,0.07,0.0,0.0,0.71,0.04,0.29,0.0,45.0,53.3,1.96,1.25,28,3,3,Republica Checa 1. Liga,3
Marek Havlík,0.03,0.03,55.56,1.03,0.0,0.0,1.64,1.15,0.0,1.03,0.0,0.3,0.12,0.18,40.18,73.38,9.58,52.69,0.0,0.3,0.0,0.0,1.12,0.18,0.09,0.0,41.3,56.7,0.97,0.7,33,2,3,Republica Checa 1. Liga,3
Stanislav Tecl,0.37,0.13,33.33,1.3,0.07,0.0,0.23,0.0,0.0,0.07,0.0,0.0,0.3,0.23,11.13,71.56,4.73,66.67,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,39.29,41.67,0.6,0.37,30,3,4,Republica Checa 1. Liga,3
Marián Tvrdoň,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,61.11,2.33,41.67,2.67,0.33,0.0,0.0,0.67,0.0,0.0,0.0,100.0,100.0,0.0,0.0,3,2,1,Republica Checa 1. Liga,3
Christos Zafeiris,0.07,0.0,50.0,1.33,0.0,0.0,1.0,0.4,0.0,0.2,0.0,0.4,0.07,0.27,36.87,82.82,13.07,58.23,0.0,0.07,0.0,0.0,0.2,0.2,0.2,0.0,23.08,42.57,1.13,1.2,15,1,3,Republica Checa 1. Liga,3
Ondrej Lingr,0.41,0.04,47.37,1.52,0.07,0.0,0.56,0.37,0.0,0.3,0.0,0.15,0.11,0.15,18.0,79.84,7.96,62.5,0.0,0.04,0.0,0.0,0.26,0.22,0.07,0.0,25.0,47.26,1.52,0.89,27,2,3,Republica Checa 1. Liga,3
Aleš Čermák,0.14,0.0,100.0,0.57,0.0,0.0,1.0,0.5,0.0,0.29,0.0,0.36,0.0,0.07,24.14,75.44,7.93,38.64,0.0,0.14,0.0,0.0,0.57,0.0,0.14,0.0,55.56,57.33,1.0,0.93,14,2,3,Republica Checa 1. Liga,3
Tomáš Čvančara,0.5,0.13,17.65,2.08,0.08,0.0,0.38,0.25,0.0,0.38,0.0,0.08,0.08,0.13,14.96,64.9,4.21,45.16,0.0,0.04,0.0,0.0,0.58,0.08,0.25,0.04,45.0,40.18,1.0,1.08,24,1,4,Republica Checa 1. Liga,3
Dominik Janošek,0.24,0.0,40.0,2.06,0.0,0.87,0.52,0.48,0.03,1.24,0.0,0.27,0.03,0.03,34.18,73.05,10.03,58.6,0.0,0.03,0.0,0.0,1.45,0.21,0.12,0.0,48.48,45.65,1.12,0.73,33,2,3,Republica Checa 1. Liga,3
Florin Niță,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.06,0.06,0.71,0.0,0.0,0.0,0.0,32.41,65.15,1.65,42.06,3.29,0.18,0.35,0.18,1.06,0.12,0.18,0.0,80.0,84.62,0.41,0.06,17,3,1,Republica Checa 1. Liga,3
Jakub Řezníček,0.54,0.2,26.67,2.71,0.06,0.0,0.09,0.06,0.0,0.43,0.0,0.09,0.03,0.06,11.71,59.27,2.6,50.0,0.0,0.06,0.0,0.0,1.46,0.29,0.09,0.0,31.94,40.76,1.69,1.03,35,3,4,Republica Checa 1. Liga,3
Ivan Schranz,0.23,0.0,46.15,1.0,0.05,0.0,0.82,0.32,0.0,0.32,0.0,0.18,0.14,0.18,26.59,77.78,7.77,50.0,0.0,0.18,0.0,0.0,0.32,0.27,0.27,0.0,53.33,45.45,0.59,1.5,22,2,3,Republica Checa 1. Liga,3
David Lischka,0.07,0.0,100.0,0.6,0.0,0.0,0.8,1.13,0.0,2.93,0.0,0.13,0.0,0.07,44.93,81.31,3.07,55.04,0.0,0.27,0.0,0.0,0.87,0.0,0.33,0.0,73.53,60.53,0.4,1.13,15,2,2,Republica Checa 1. Liga,3
Modou N'Diaye,0.09,0.0,100.0,0.64,0.0,0.0,1.36,1.18,0.0,0.82,0.0,0.0,0.09,0.18,22.18,75.82,4.36,55.56,0.0,0.0,0.0,0.0,0.36,0.0,0.27,0.0,53.33,68.63,1.09,1.0,11,2,3,Republica Checa 1. Liga,3
Petr Hronek,0.1,0.15,50.0,1.15,0.05,0.0,1.1,0.15,0.0,0.05,0.0,0.3,0.1,0.15,15.2,64.47,4.65,36.36,0.0,0.0,0.0,0.0,0.95,0.2,0.2,0.0,40.74,44.85,1.25,1.25,20,2,3,Republica Checa 1. Liga,3
Jiří Sláma,0.04,0.04,20.0,0.58,0.0,0.0,0.96,0.83,0.0,0.96,0.0,0.21,0.13,0.17,19.83,60.92,4.33,34.71,0.0,0.0,0.0,0.0,0.42,0.25,0.13,0.0,53.33,61.64,0.54,0.25,24,1,2,Republica Checa 1. Liga,3
Stanislav Hofmann,0.1,0.03,100.0,0.52,0.06,0.0,0.84,1.35,0.03,3.61,0.0,0.13,0.0,0.0,48.61,79.63,4.52,55.62,0.0,0.29,0.0,0.0,1.1,0.16,0.06,0.0,61.4,66.67,0.9,0.52,31,3,2,Republica Checa 1. Liga,3
Stanislav Dostal,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,35.82,63.2,2.73,50.35,3.36,0.18,0.09,0.09,1.45,0.18,0.09,0.0,0.0,0.0,0.0,0.0,11,3,1,Republica Checa 1. Liga,3
Ľubomír Tupta,0.35,0.24,30.0,2.12,0.0,0.0,0.29,0.24,0.0,0.53,0.0,0.24,0.18,0.06,20.18,75.8,6.88,57.14,0.0,0.0,0.0,0.0,1.06,0.06,0.0,0.0,60.0,44.44,1.41,0.59,17,2,4,Republica Checa 1. Liga,3
Ondrej Karafiat,0.0,0.03,100.0,0.83,0.0,0.0,1.93,1.83,0.0,3.87,0.0,0.27,0.07,0.0,43.63,73.64,6.0,47.59,0.0,0.3,0.0,0.0,1.3,0.13,0.17,0.0,57.5,66.23,0.63,0.8,30,2,2,Republica Checa 1. Liga,3
David Jurásek,0.06,0.06,38.1,0.81,0.0,0.0,1.35,0.65,0.0,0.48,0.0,0.35,0.1,0.23,35.81,70.27,8.87,38.34,0.0,0.35,0.0,0.0,0.39,0.35,0.0,0.0,66.67,55.39,1.16,0.81,31,1,2,Republica Checa 1. Liga,3
Jakub Rada,0.07,0.0,60.0,0.71,0.0,0.0,0.82,0.54,0.04,0.46,0.0,0.25,0.07,0.04,30.43,76.29,8.79,59.5,0.0,0.07,0.0,0.0,0.71,0.04,0.14,0.0,41.67,50.49,0.79,0.93,28,3,3,Republica Checa 1. Liga,3
Jan Sedlak,0.2,0.0,0.0,0.2,0.0,0.0,1.6,0.6,0.0,0.2,0.0,0.2,0.0,0.0,8.4,76.19,2.4,75.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,100.0,66.67,0.2,0.4,5,2,3,Republica Checa 1. Liga,3
Jaroslav Svozil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.5,0.0,0.0,40.0,87.5,3.0,42.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,57.14,0.0,0.5,2,2,2,Republica Checa 1. Liga,3
Dominik Holec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,29.29,77.07,0.57,43.59,2.0,0.43,0.0,0.0,0.57,0.14,0.0,0.0,0.0,0.0,0.0,0.0,7,2,1,Republica Checa 1. Liga,3
Lukáš Masopust,0.11,0.0,50.0,0.68,0.0,0.0,1.05,1.16,0.05,0.58,0.0,0.11,0.0,0.26,37.47,77.11,10.79,46.23,0.0,0.16,0.0,0.0,0.32,0.37,0.16,0.0,0.0,46.32,1.11,1.63,19,2,2,Republica Checa 1. Liga,3
Filip Čihák,0.0,0.07,25.0,0.43,0.0,0.0,1.71,0.86,0.07,3.43,0.0,0.29,0.07,0.07,40.07,69.34,3.79,46.95,0.0,0.21,0.0,0.0,1.07,0.07,0.14,0.0,61.36,65.74,1.43,0.86,14,1,2,Republica Checa 1. Liga,3
Jakub Považanec,0.14,0.0,63.64,1.41,0.0,0.0,1.76,0.76,0.0,0.9,0.0,0.66,0.07,0.14,39.17,72.62,7.9,50.8,0.0,0.07,0.0,0.0,1.14,0.38,0.1,0.03,44.44,56.25,1.41,1.1,29,3,3,Republica Checa 1. Liga,3
Vakhtang Chanturishvili,0.1,0.07,33.33,1.24,0.0,0.0,1.41,1.21,0.0,1.03,0.0,0.24,0.1,0.14,27.93,70.86,6.62,43.08,0.0,0.14,0.0,0.0,1.48,0.17,0.0,0.0,48.15,48.19,0.72,1.03,29,2,3,Republica Checa 1. Liga,3
Martin Králik,0.1,0.0,100.0,0.38,0.1,0.0,1.17,2.17,0.0,3.76,0.0,0.28,0.03,0.03,49.41,76.34,4.66,47.37,0.0,0.14,0.0,0.0,1.69,0.1,0.1,0.0,62.75,63.93,0.28,0.48,29,2,2,Republica Checa 1. Liga,3
Jakub Hora,0.07,0.0,62.5,0.85,0.0,1.85,1.15,1.3,0.0,1.59,0.0,0.56,0.04,0.26,51.07,73.1,9.93,43.54,0.0,0.11,0.0,0.0,1.48,0.15,0.19,0.04,57.89,46.21,0.78,1.33,27,3,3,Republica Checa 1. Liga,3
David Doudera,0.17,0.0,47.06,1.34,0.03,0.0,0.72,0.66,0.0,0.48,0.0,0.14,0.17,0.07,33.93,74.09,10.55,42.86,0.0,0.17,0.0,0.0,0.41,0.31,0.1,0.0,46.15,50.0,1.07,0.76,29,2,3,Republica Checa 1. Liga,3
Jakub Markovič,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,2.47,0.0,0.0,0.0,0.0,31.53,58.35,2.13,38.87,3.4,0.07,0.13,0.07,1.67,0.33,0.07,0.0,100.0,100.0,0.33,0.0,15,1,1,Republica Checa 1. Liga,3
Lukáš Červ,0.13,0.03,66.67,1.13,0.0,0.0,1.53,1.47,0.03,1.13,0.0,0.5,0.09,0.03,36.47,74.04,6.53,48.03,0.0,0.13,0.0,0.0,1.03,0.22,0.19,0.03,47.73,60.54,2.47,0.91,32,1,3,Republica Checa 1. Liga,3
Benjamin Čolić,0.05,0.0,66.67,0.35,0.0,0.0,0.6,0.6,0.0,1.4,0.0,0.1,0.2,0.2,29.75,66.89,6.9,35.71,0.0,0.15,0.0,0.0,1.15,0.1,0.2,0.0,53.33,56.79,1.2,0.65,20,3,2,Republica Checa 1. Liga,3
Mojmir Chytil,0.35,0.06,54.55,2.38,0.0,0.0,0.24,0.06,0.0,0.29,0.0,0.03,0.09,0.06,17.88,66.61,5.68,54.55,0.0,0.12,0.0,0.0,1.0,0.24,0.15,0.0,31.96,37.58,1.71,1.03,34,1,4,Republica Checa 1. Liga,3
Christian Frydek,0.16,0.06,20.0,1.39,0.06,0.81,0.45,0.35,0.0,0.19,0.0,0.29,0.19,0.16,22.45,73.71,6.19,38.27,0.0,0.03,0.0,0.0,0.61,0.13,0.23,0.0,77.78,51.97,1.81,0.84,31,1,3,Republica Checa 1. Liga,3
Filip Panák,0.0,0.07,83.33,0.8,0.0,0.0,0.67,0.87,0.0,2.87,0.0,0.13,0.13,0.07,40.2,83.58,4.93,59.62,0.0,0.2,0.0,0.0,0.47,0.13,0.0,0.0,57.69,59.09,0.6,0.47,15,2,2,Republica Checa 1. Liga,3
Asger Sørensen,0.16,0.0,33.33,0.72,0.13,0.0,0.56,0.88,0.0,2.03,0.0,0.09,0.0,0.03,59.47,84.34,5.09,49.17,0.0,0.34,0.0,0.0,0.75,0.13,0.06,0.0,70.91,67.83,0.63,0.53,32,2,2,Republica Checa 1. Liga,3
Tomáš Holeš,0.0,0.05,66.67,0.76,0.0,0.0,1.19,0.67,0.0,1.29,0.0,0.1,0.14,0.14,49.24,77.95,7.9,52.06,0.0,0.24,0.0,0.0,0.52,0.29,0.1,0.0,65.71,64.6,1.1,0.86,21,2,2,Republica Checa 1. Liga,3
Jan Seda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.79,0.0,0.05,0.0,0.0,28.58,56.91,1.95,38.13,3.16,0.32,0.16,0.0,1.16,0.11,0.11,0.0,50.0,25.0,0.0,0.05,19,3,1,Republica Checa 1. Liga,3
Abdallah Gning,0.28,0.16,42.86,2.31,0.03,0.0,0.69,0.19,0.0,0.72,0.0,0.06,0.09,0.09,16.72,63.74,5.28,39.13,0.0,0.03,0.0,0.0,1.38,0.16,0.22,0.03,50.98,46.54,1.78,1.72,32,2,4,Republica Checa 1. Liga,3
Václav Jemelka,0.03,0.0,44.44,0.47,0.0,0.0,1.28,1.47,0.0,2.22,0.0,0.34,0.09,0.09,41.69,77.36,7.0,49.36,0.0,0.28,0.0,0.0,0.81,0.06,0.16,0.0,53.7,56.36,0.59,0.91,32,2,2,Republica Checa 1. Liga,3
Erik Prekop,0.17,0.1,55.56,1.38,0.03,0.0,0.62,0.21,0.0,0.38,0.0,0.14,0.1,0.1,13.38,55.41,4.24,33.33,0.0,0.03,0.0,0.0,0.76,0.14,0.21,0.03,51.35,49.82,1.59,1.38,29,2,4,Republica Checa 1. Liga,3
Jan Hanus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.69,0.0,0.0,0.0,0.0,26.09,62.04,1.09,38.31,3.78,0.16,0.16,0.0,1.41,0.28,0.03,0.0,100.0,84.21,0.28,0.03,32,3,1,Republica Checa 1. Liga,3
Daniel Fila,0.24,0.06,45.0,1.18,0.0,0.0,0.12,0.41,0.0,0.24,0.0,0.29,0.06,0.12,11.94,69.95,3.53,50.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,34.78,38.37,0.82,0.71,17,1,4,Republica Checa 1. Liga,3
Victor Olatunji,0.44,0.44,42.86,2.28,0.0,0.0,0.44,0.17,0.0,0.94,0.0,0.11,0.11,0.06,12.61,60.79,3.39,68.42,0.0,0.11,0.0,0.0,1.0,0.0,0.06,0.0,36.07,37.58,1.28,1.72,18,1,4,Republica Checa 1. Liga,3
Tomáš Wiesner,0.11,0.11,41.18,1.04,0.04,0.0,1.39,0.32,0.0,0.54,0.0,0.29,0.07,0.07,24.43,69.15,5.75,43.75,0.0,0.14,0.0,0.0,0.79,0.04,0.11,0.0,73.68,62.5,0.71,0.61,28,2,3,Republica Checa 1. Liga,3
Robert Hrubý,0.1,0.03,56.25,1.41,0.0,0.0,0.79,0.76,0.0,0.38,0.0,0.34,0.1,0.24,24.0,77.87,6.66,69.62,0.0,0.07,0.0,0.0,1.14,0.14,0.17,0.0,56.25,43.43,1.21,1.38,29,2,3,Republica Checa 1. Liga,3
Ladislav Almási,0.29,0.24,60.0,2.19,0.1,0.0,0.1,0.05,0.0,0.14,0.0,0.0,0.0,0.0,8.24,67.63,2.24,100.0,0.0,0.05,0.0,0.0,0.76,0.1,0.14,0.0,54.29,48.86,0.95,0.86,21,1,4,Republica Checa 1. Liga,3
Aiham Ousou,0.05,0.11,33.33,0.63,0.05,0.0,0.68,1.63,0.0,2.32,0.0,0.05,0.0,0.05,46.84,82.81,6.79,62.34,0.0,0.21,0.0,0.0,0.37,0.42,0.05,0.11,46.67,56.58,0.89,0.74,19,1,2,Republica Checa 1. Liga,3
Jan Kliment,0.25,0.0,80.0,1.33,0.17,0.0,0.42,0.17,0.0,0.25,0.0,0.08,0.17,0.08,5.83,70.0,1.83,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,37.5,43.75,0.5,1.0,12,2,4,Republica Checa 1. Liga,3
Marcel Čermák,0.29,0.07,54.55,2.07,0.0,0.0,0.86,0.29,0.0,0.43,0.0,0.36,0.14,0.07,24.36,72.73,7.0,35.48,0.0,0.0,0.0,0.0,0.93,0.21,0.07,0.07,31.25,40.0,1.07,1.36,14,2,3,Republica Checa 1. Liga,3
Jan Juroska,0.06,0.0,58.33,0.61,0.0,0.0,1.11,1.22,0.0,0.83,0.0,0.33,0.0,0.17,33.22,71.74,8.39,42.53,0.0,0.22,0.0,0.0,0.78,0.06,0.11,0.0,33.33,61.54,1.89,0.61,18,2,2,Republica Checa 1. Liga,3
Pavel Bucha,0.09,0.0,66.67,1.12,0.0,0.0,0.76,0.7,0.0,0.45,0.0,0.33,0.12,0.12,43.55,83.37,10.48,56.15,0.0,0.21,0.0,0.0,0.91,0.09,0.03,0.0,50.0,50.7,0.73,0.73,33,2,3,Republica Checa 1. Liga,3
Rafiu Durosinmi,0.27,0.2,33.33,1.93,0.07,0.0,0.27,0.2,0.0,0.73,0.0,0.33,0.07,0.0,10.07,67.55,3.47,46.15,0.0,0.0,0.0,0.0,0.73,0.07,0.0,0.0,42.42,38.89,0.6,0.67,15,1,4,Republica Checa 1. Liga,3
Michal Ševčík,0.26,0.09,45.95,2.0,0.03,0.0,0.85,0.56,0.0,0.44,0.0,0.26,0.09,0.21,21.15,67.73,5.62,45.61,0.0,0.0,0.0,0.0,1.32,0.29,0.09,0.0,20.69,43.83,1.5,1.18,34,1,3,Republica Checa 1. Liga,3
Mick van Buren,0.41,0.32,45.45,2.0,0.06,0.0,0.47,0.18,0.0,0.24,0.0,0.21,0.09,0.12,20.12,74.71,6.38,71.05,0.0,0.03,0.0,0.0,0.47,0.24,0.0,0.0,41.67,41.03,0.68,0.21,34,3,4,Republica Checa 1. Liga,3
David Pavelka,0.06,0.06,14.29,1.44,0.0,0.0,1.61,1.11,0.0,0.89,0.0,0.11,0.06,0.06,39.83,82.43,7.39,59.42,0.0,0.17,0.0,0.0,0.56,0.11,0.39,0.0,65.38,59.6,0.67,1.06,18,3,3,Republica Checa 1. Liga,3
Moses Usor,0.27,0.0,38.1,1.27,0.0,6.67,0.53,0.27,0.0,0.13,0.0,0.0,0.0,0.0,15.53,77.68,6.73,54.17,0.0,0.0,0.0,0.0,0.13,0.07,0.2,0.0,50.0,39.71,0.53,0.93,15,1,3,Republica Checa 1. Liga,3
Lukáš Hejda,0.1,0.14,100.0,0.72,0.1,0.0,0.79,1.07,0.07,2.72,0.0,0.14,0.0,0.03,45.34,81.52,4.45,54.33,0.0,0.28,0.0,0.0,0.9,0.1,0.31,0.07,66.23,56.02,0.45,1.41,29,3,2,Republica Checa 1. Liga,3
Jakub Hromada,0.05,0.05,100.0,0.47,0.0,0.0,1.63,1.0,0.0,0.74,0.0,0.26,0.0,0.05,25.58,78.6,5.79,54.79,0.0,0.11,0.0,0.0,0.37,0.16,0.0,0.0,50.0,61.62,1.0,1.11,19,2,3,Republica Checa 1. Liga,3
Cadu,0.19,0.0,56.0,0.93,0.04,0.0,1.26,0.41,0.0,0.81,0.0,0.3,0.15,0.11,21.74,72.23,6.89,46.05,0.0,0.07,0.0,0.0,0.85,0.04,0.15,0.0,26.32,47.5,0.85,1.15,27,2,3,Republica Checa 1. Liga,3
Adam Vlkanova,0.15,0.06,38.46,1.64,0.06,0.0,0.7,0.15,0.0,0.39,0.0,0.21,0.03,0.12,19.21,73.82,6.73,57.58,0.0,0.06,0.0,0.0,0.45,0.0,0.03,0.0,36.84,43.33,0.76,0.7,33,2,3,Republica Checa 1. Liga,3
Juraj Chvátal,0.12,0.0,33.33,0.62,0.0,0.0,0.96,0.65,0.0,1.35,0.0,0.19,0.08,0.12,30.12,68.07,5.35,37.67,0.0,0.19,0.0,0.0,1.08,0.08,0.19,0.0,31.82,45.36,0.38,0.69,26,2,2,Republica Checa 1. Liga,3
Patrik Hellebrand,0.1,0.0,70.37,1.35,0.0,0.0,0.87,0.65,0.0,0.65,0.0,0.19,0.03,0.03,35.48,82.91,8.94,72.88,0.0,0.06,0.0,0.0,1.39,0.13,0.06,0.0,17.65,58.91,2.29,0.68,31,1,3,Republica Checa 1. Liga,3
Ewerton,0.14,0.0,33.33,1.07,0.0,7.14,0.64,0.14,0.0,0.07,0.0,0.0,0.0,0.07,14.79,80.19,6.36,84.0,0.0,0.0,0.0,0.0,0.36,0.07,0.07,0.0,0.0,44.19,0.36,0.36,14,2,3,Republica Checa 1. Liga,3
Muhammed Sanneh,0.0,0.0,33.33,0.09,0.0,0.0,2.45,1.09,0.0,1.55,0.0,0.09,0.0,0.09,21.36,71.49,6.36,50.0,0.0,0.0,0.0,0.0,1.27,0.09,0.27,0.0,58.82,63.77,0.55,0.64,11,1,2,Republica Checa 1. Liga,3
Jan Bořil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,66.67,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2,3,2,Republica Checa 1. Liga,3
Milan Lexa,0.0,0.0,50.0,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,70.83,3.33,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,70.0,0.33,0.0,3,1,3,Republica Checa 1. Liga,3
Jan Krob,0.0,0.0,0.0,0.44,0.0,0.0,0.67,1.0,0.0,0.78,0.0,0.22,0.11,0.0,36.22,78.53,7.67,45.45,0.0,0.11,0.0,0.0,0.67,0.11,0.22,0.11,37.5,50.0,0.78,0.89,9,3,2,Republica Checa 1. Liga,3
Miloš Kratochvíl,0.06,0.0,0.0,0.89,0.0,0.0,2.17,0.89,0.0,1.78,0.0,0.67,0.11,0.11,38.72,75.61,8.56,47.69,0.0,0.11,0.0,0.0,1.39,0.39,0.33,0.0,42.86,50.75,2.44,2.22,18,2,3,Republica Checa 1. Liga,3
